system_index,Name,altitudeMo,classification,descriptio,extrude,icon,tessellate,visibility,geo
20191009T051719_20191009T052831_T43QGF_0000000000000000000d_18,seasonal_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62762274351527,23.082331571331984]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000d_19,seasonal_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62615445989168,23.082085204272346]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000d_20,seasonal_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62644706383932,23.082080335908003]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000d_21,seasonal_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62673966770754,23.082075467002603]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000d_22,seasonal_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62703227149632,23.082070597556147]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000d_23,seasonal_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62732487520569,23.082065727568637]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000d_24,seasonal_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6276174788356,23.082060857040073]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000d_25,seasonal_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62673440486112,23.081804752509555]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000d_26,seasonal_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62702700806533,23.081799883126667]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000d_27,seasonal_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62731961119009,23.081795013202736]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_0,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71012306982747,23.080395084452658]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_1,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71041565003713,23.080390060895347]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_2,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71070823016485,23.080385036797164]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_3,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7110008102106,23.080380012158102]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_4,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71129339017442,23.080374986978168]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_5,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70982506077176,23.080129411302913]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_6,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71011764047897,23.080124388352054]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_7,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71041022010424,23.080119364860327]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_8,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71070279964755,23.08011434082773]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_9,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71099537910892,23.080109316254266]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_10,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70952705288485,23.07986373747068]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_11,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70981963208958,23.07985871512626]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_12,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71011221121239,23.079853692240977]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_13,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71040479025326,23.07984866881483]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_14,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71069736921221,23.07984364484782]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_15,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70952162486897,23.079593041217986]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_16,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70981420348932,23.079588018939134]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_17,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71010678202775,23.07958299611942]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_18,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71039936048426,23.07957797275885]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_19,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71010135292504,23.07931229998738]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000e_20,seasonal_8,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71039393079718,23.07930727669239]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_0,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82908433052434,23.254036342371936]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_1,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82937725870781,23.25403106133598]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_2,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82878568771547,23.25377095996924]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_3,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82907861539502,23.253765679547023]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_4,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82937154298865,23.253760398579598]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_5,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82966447049638,23.253755117066973]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_6,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82877997326187,23.253500297065155]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_7,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82907290035159,23.25349501671146]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_8,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82936582735542,23.253489735812572]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_9,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82965875427332,23.253484454368483]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_10,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82848133230836,23.25323491389039]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_11,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82877425889416,23.253229634150415]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_12,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82906718539407,23.25322435386525]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_13,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82936011180809,23.25321907303489]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_14,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82818269253447,23.25296953002275]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_15,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82847561861634,23.25296425089648]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_16,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82876854461234,23.25295897122502]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_17,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82906147052243,23.252953691008376]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_18,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82788405394017,23.252704145462264]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_19,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82817697951812,23.25269886694968]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_20,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82846990501021,23.252693587891923]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_21,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.8287628304164,23.25268830828898]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_22,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82787834159949,23.252433482310035]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_23,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82817126658765,23.252428203865957]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_24,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82846419148994,23.252422924876704]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_25,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82875711630635,23.252417645342284]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_26,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82816555374305,23.252157540771584]}"
20191009T051719_20191009T052831_T43QGF_0000000000000000000f_27,seasonal_9,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82845847805555,23.252152261850846]}"
20191009T051719_20191009T052831_T43QHF_00000000000000000006_0,perennial_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05604628647768,23.080845235957405]}"
20191009T051719_20191009T052831_T43QHF_00000000000000000006_1,perennial_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05633877827724,23.080839571683498]}"
20191009T051719_20191009T052831_T43QHF_00000000000000000006_2,perennial_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05663126998442,23.08083390686931]}"
20191009T051719_20191009T052831_T43QHF_00000000000000000006_3,perennial_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05692376159925,23.08082824151484]}"
20191009T051719_20191009T052831_T43QHF_00000000000000000006_4,perennial_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.0572162531217,23.080822575620097]}"
20191009T051719_20191009T052831_T43QHF_00000000000000000006_5,perennial_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05604016459864,23.080574622565404]}"
20191009T051719_20191009T052831_T43QHF_00000000000000000006_6,perennial_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05633265581451,23.080568958365415]}"
20191009T051719_20191009T052831_T43QHF_00000000000000000006_7,perennial_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.056625146938,23.080563293625158]}"
20191009T051719_20191009T052831_T43QHF_00000000000000000006_8,perennial_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05691763796914,23.080557628344625]}"
20191009T051719_20191009T052831_T43QHF_00000000000000000006_9,perennial_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05721012890788,23.080551962523824]}"
20191009T051719_20191009T052831_T43QHF_00000000000000000006_10,perennial_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05574155208743,23.080309672748392]}"
20191009T051719_20191009T052831_T43QHF_00000000000000000006_11,perennial_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05603404281197,23.080304009162596]}"
20191009T051719_20191009T052831_T43QHF_00000000000000000006_12,perennial_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05632653344414,23.080298345036528]}"
20191009T051719_20191009T052831_T43QHF_00000000000000000006_13,perennial_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05661902398394,23.080292680370196]}"
20191009T051719_20191009T052831_T43QHF_00000000000000000006_14,perennial_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05691151443139,23.0802870151636]}"
20191009T051719_20191009T052831_T43QHF_00000000000000000006_15,perennial_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05661290112226,23.080022067104437]}"
20191009T051719_20191009T052831_T43QHF_00000000000000000006_16,perennial_7,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05690539098603,23.080016401971776]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_0,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44341061241217,24.02582453798241]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_1,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44310892169388,24.025560687790467]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_2,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44340339805505,24.025554061740444]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_3,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44369787430963,24.025547435126132]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_4,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44310170805734,24.025290211453104]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_5,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44339618380454,24.025283585486882]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_6,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44369065944512,24.025276958956383]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_7,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44398513497914,24.0252703318616]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_8,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44427961040653,24.02526370420253]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_9,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44280001928756,24.0250263604223]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_10,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44309449452737,24.02501973510416]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_11,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4433889696606,24.025013109221742]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_12,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44368344468724,24.025006482775048]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_13,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44397791960725,24.024999855764083]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_14,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44279280647815,24.02475588397798]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_15,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.443087281104,24.024749258743633]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_16,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44338175562326,24.02474263294502]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_17,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44367623003592,24.02473600658213]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_18,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.443970704342,24.02472937965498]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_19,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44278559377531,24.024485407522068]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_20,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44308006778719,24.024478782371517]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_21,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44337454169249,24.024472156656703]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_22,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44366901549122,24.024465530377626]}"
20191009T051719_20191009T052831_T43QHG_0000000000000000000c_23,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44336732786834,24.024201680356803]}"
20191009T051719_20191009T052831_T44QKM_0000000000000000000c_0,seasonal_6,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44335665086217,24.025879141564683]}"
