system_index,Name,altitudeMo,classification,descriptio,extrude,icon,tessellate,visibility,geo
20210119T053141_20210119T053141_T43QDB_00000000000000000000_24,seasonal_6_tile,,3,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.046943045032,19.853993102589435]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_25,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04722957422725,19.85399302692208]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_26,seasonal_6_tile,,3,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04407767814662,19.853722728912686]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_27,seasonal_6_tile,,3,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04436420686801,19.853722657850877]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_28,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04465073558816,19.853722586328626]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_29,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04493726430707,19.853722514345932]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_30,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0452237930247,19.853722441902793]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_31,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04551032174106,19.853722368999215]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_32,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579685045616,19.85372229563519]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_33,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608337916997,19.853722221810724]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_34,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636990788248,19.85372214752581]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_35,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665643659371,19.85372207278046]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_36,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694296530361,19.853721997574663]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_37,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04722949401221,19.853721921908424]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_38,seasonal_6_tile,,3,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04407760328591,19.85345162387888]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_39,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04436413152068,19.853451552818118]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_40,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04465065975418,19.853451481296926]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_41,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04493718798645,19.853451409315294]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_42,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04522371621745,19.853451336873228]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_43,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04551024444717,19.853451263970726]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_44,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579677267564,19.85345119060778]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_45,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608330090281,19.853451116784406]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_46,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0463698291287,19.853451042500595]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_47,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665635735329,19.853450967756345]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_48,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694288557656,19.85345089255166]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_49,seasonal_6_tile,,3,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04722941379852,19.853450816886536]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_50,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04436405617457,19.853180447777117]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_51,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04465058392145,19.85318037625698]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_52,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04493711166708,19.85318030427641]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_53,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04522363941146,19.853180231835413]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_54,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04551016715457,19.853180158933988]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_55,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0457966948964,19.85318008557213]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_56,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608322263695,19.853180011749846]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_57,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0463697503762,19.853179937467132]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_58,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665627811416,19.853179862723984]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_59,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694280585082,19.85317978752041]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_60,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04722933358616,19.853179711856406]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_61,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0443639808297,19.852909342727887]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_62,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04465050808996,19.852909271208805]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_63,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04493703534898,19.852909199229302]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_64,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04522356260675,19.852909126789374]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_65,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04551008986323,19.852909053889025]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_66,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579661711844,19.852908980528255]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_67,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608314437237,19.852908906707057]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_68,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636967162502,19.852908832425438]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_69,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665619887635,19.852908757683394]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_70,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694272612637,19.852908682480933]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_71,seasonal_6_tile,,3,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0472292533751,19.852908606818048]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_72,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04465043225974,19.852638166152392]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_73,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04493695903214,19.85263809417395]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_74,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04522348580328,19.852638021735093]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_75,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04551001257316,19.85263794883582]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_76,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579653934177,19.852637875476134]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_77,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608306610909,19.852637801656027]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_78,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636959287512,19.852637727375505]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_79,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665611963985,19.85263765263457]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_80,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694264640327,19.852637577433217]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_81,seasonal_6_tile,,3,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04722917316538,19.852637501771447]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_82,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04493688271656,19.85236698911037]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_83,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04522340900111,19.85236691667258]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_84,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04550993528439,19.852366843774384]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_85,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579646156638,19.85236677041578]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_86,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0460829878471,19.852366696596764]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_87,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636951412652,19.85236662231734]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_88,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665604040464,19.85236654757751]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_89,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694256668147,19.852366472377266]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_90,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04722909295698,19.852366396716615]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_91,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04493680640223,19.852095884038544]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_92,seasonal_6_tile,,3,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0452233322002,19.852095811601828]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_93,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04550985799686,19.852095738704705]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_94,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579638379228,19.852095665347186]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_95,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608290958639,19.85209559152926]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_96,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636943537923,19.852095517250937]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_97,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665596117076,19.85209544251221]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_98,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694248696099,19.852095367313076]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_99,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04722901274988,19.85209529165354]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_100,seasonal_6_tile,,3,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04522325540053,19.85182470652284]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_101,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04550978071063,19.851824633626798]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_102,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579630601945,19.85182456027036]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_103,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608283132698,19.851824486453527]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_104,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636935663324,19.8518244121763]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_105,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665588193818,19.85182433743867]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_106,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694240724181,19.851824262240655]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_107,seasonal_6_tile,,3,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04722893254413,19.85182418658224]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_108,seasonal_6_tile,,3,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04522317860216,19.851553601435626]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_109,seasonal_6_tile,,3,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04550970342568,19.851553528540656]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_110,seasonal_6_tile,,3,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579622824791,19.851553455185304]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_111,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608275306887,19.85155338136956]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_112,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636927788853,19.85155330709343]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_113,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665580270691,19.85155323235691]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_114,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694232752396,19.851553157159998]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_115,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0472288523397,19.8515530815027]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_116,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04550962614199,19.851282423446275]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_117,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579615047766,19.851282350092006]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_118,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608267481204,19.851282276277356]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_119,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636919914513,19.85128220200232]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_120,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665572347693,19.851282127266906]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_121,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694224780742,19.851282052071106]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_122,seasonal_6_tile,,3,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0472287721366,19.851281976414928]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_123,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04550954885957,19.851011318343666]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_124,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579607270868,19.85101124499048]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_125,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0460825965565,19.851011171176918]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_126,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636912040304,19.851011096902983]}"
20210119T053141_20210119T053141_T43QDB_00000000000000000000_127,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665564424828,19.85101102216867]}"
20210119T053141_20210119T053141_T43QDC_00000000000000000000_0,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04379129817585,19.85426500955905]}"
20210119T053141_20210119T053141_T43QDC_00000000000000000000_1,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04407782787177,19.8542649389556]}"
20210119T053141_20210119T053141_T43QDC_00000000000000000000_2,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04436435756645,19.854264867891693]}"
20210119T053141_20210119T053141_T43QDC_00000000000000000000_3,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04465088725989,19.854264796367328]}"
20210119T053141_20210119T053141_T43QDC_00000000000000000000_4,seasonal_6_tile,,1,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04493741695208,19.854264724382507]}"
20210119T053141_20210119T053141_T43QDC_00000000000000000000_5,seasonal_6_tile,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.045223946643,19.85426465193723]}"
20210119T053141_20210119T053141_T43QDC_00000000000000000000_6,seasonal_6_tile,,3,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04551047633268,19.854264579031497]}"
20210119T053141_20210119T053141_T43QDC_00000000000000000000_7,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579700602106,19.854264505665302]}"
20210119T053141_20210119T053141_T43QDC_00000000000000000000_8,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608353570816,19.854264431838658]}"
20210119T053141_20210119T053141_T43QDC_00000000000000000000_9,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04637006539397,19.85426435755155]}"
20210119T053141_20210119T053141_T43QDC_00000000000000000000_10,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665659507849,19.854264282803985]}"
20210119T053141_20210119T053141_T43QDC_00000000000000000000_11,seasonal_6_tile,,4,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0469431247617,19.85426420759597]}"
