68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636967162502,19.852908832425438]}",0,10,0,0,0,47,0,0,0,29,0,5,7
69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665619887635,19.852908757683394]}",0,10,0,0,0,47,0,0,0,29,0,5,7
70,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694272612637,19.852908682480933]}",0,10,0,0,0,47,0,0,0,29,0,5,7
71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0472292533751,19.852908606818048]}",3,7,0,0,16,21,10,0,32,0,2,0,7
72,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04465043225974,19.852638166152392]}",0,10,0,0,0,13,2,32,0,0,0,34,7
73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04493695903214,19.85263809417395]}",0,10,0,0,0,29,0,18,0,0,0,34,7
74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04522348580328,19.852638021735093]}",0,10,0,0,4,41,0,2,0,0,0,34,7
75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04551001257316,19.85263794883582]}",0,10,0,0,0,47,0,0,0,16,0,18,7
76,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579653934177,19.852637875476134]}",0,10,0,0,0,47,0,0,4,20,3,7,7
77,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608306610909,19.852637801656027]}",0,10,0,0,0,47,0,0,0,29,3,2,7
78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636959287512,19.852637727375505]}",0,10,0,0,0,47,0,0,0,29,0,5,7
79,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665611963985,19.85263765263457]}",0,10,0,0,0,47,0,0,0,31,0,3,7
80,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694264640327,19.852637577433217]}",0,10,0,0,0,47,0,0,0,31,0,3,7
81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04722917316538,19.852637501771447]}",3,7,0,0,16,21,10,0,29,0,2,3,7
82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04493688271656,19.85236698911037]}",0,10,0,0,0,17,2,28,0,0,0,34,7
83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04522340900111,19.85236691667258]}",0,10,0,0,4,29,2,12,0,0,0,34,7
84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04550993528439,19.852366843774384]}",0,10,0,0,4,43,0,0,4,4,4,22,7
85,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579646156638,19.85236677041578]}",0,10,0,0,0,47,0,0,4,14,3,13,7
86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0460829878471,19.852366696596764]}",0,10,0,0,0,47,0,0,4,24,3,3,7
87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636951412652,19.85236662231734]}",0,10,0,0,0,47,0,0,0,29,0,5,7
88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665604040464,19.85236654757751]}",0,10,0,0,0,47,0,0,0,33,0,1,7
89,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694256668147,19.852366472377266]}",0,10,0,0,0,47,0,0,0,31,0,3,7
90,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04722909295698,19.852366396716615]}",3,7,0,0,7,26,14,0,29,0,2,3,7
91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04493680640223,19.852095884038544]}",0,10,0,0,4,13,2,28,0,0,0,34,7
92,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0452233322002,19.852095811601828]}",0,10,0,0,6,13,6,22,0,0,0,34,7
93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04550985799686,19.852095738704705]}",0,10,0,0,8,33,2,4,0,0,3,31,7
94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579638379228,19.852095665347186]}",0,10,0,0,0,47,0,0,8,8,3,15,7
95,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608290958639,19.85209559152926]}",0,10,0,0,0,47,0,0,4,18,3,9,7
96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636943537923,19.852095517250937]}",0,10,0,0,0,47,0,0,0,28,0,6,7
97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665596117076,19.85209544251221]}",0,10,0,0,0,47,0,0,0,31,0,3,7
98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694248696099,19.852095367313076]}",0,10,0,0,0,47,0,0,0,31,0,3,7
99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04722901274988,19.85209529165354]}",3,7,0,0,4,39,4,0,27,4,0,3,7
100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04522325540053,19.85182470652284]}",0,10,0,0,16,13,6,12,0,0,0,34,7
101,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04550978071063,19.851824633626798]}",0,10,0,0,8,29,2,8,0,0,4,30,7
102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579630601945,19.85182456027036]}",0,10,0,0,0,45,0,2,4,8,0,22,7
103,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608283132698,19.851824486453527]}",0,10,0,0,0,47,0,0,0,16,0,18,7
104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636935663324,19.8518244121763]}",0,10,0,0,0,47,0,0,0,22,0,12,7
105,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665588193818,19.85182433743867]}",0,10,0,0,0,47,0,0,0,31,0,3,7
106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694240724181,19.851824262240655]}",0,10,0,0,0,47,0,0,0,31,0,3,7
107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04722893254413,19.85182418658224]}",3,7,0,0,0,32,8,7,25,4,2,3,7
108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04522317860216,19.851553601435626]}",0,10,0,0,12,0,10,25,4,0,0,30,7
109,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04550970342568,19.851553528540656]}",0,10,0,0,8,13,6,20,0,0,0,34,7
110,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579622824791,19.851553455185304]}",0,10,0,0,4,17,6,20,0,0,0,34,7
111,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608275306887,19.85155338136956]}",0,10,0,0,4,37,0,6,4,0,0,30,7
112,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636927788853,19.85155330709343]}",0,10,0,0,0,47,0,0,0,12,0,22,7
113,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665580270691,19.85155323235691]}",0,10,0,0,0,47,0,0,0,28,0,6,7
114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694232752396,19.851553157159998]}",0,10,0,0,0,47,0,0,0,29,0,5,7
115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0472288523397,19.8515530815027]}",0,10,0,0,8,36,0,3,16,8,2,8,7
116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04550962614199,19.851282423446275]}",0,10,0,0,4,13,2,28,0,0,0,34,7
117,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579615047766,19.851282350092006]}",0,10,0,0,4,13,2,28,0,0,0,34,7
118,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608267481204,19.851282276277356]}",0,10,0,0,0,29,0,18,0,0,0,34,7
119,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636919914513,19.85128220200232]}",0,10,0,0,4,41,2,0,4,0,0,30,7
120,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665572347693,19.851282127266906]}",0,10,0,0,0,47,0,0,0,18,0,16,7
121,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694224780742,19.851282052071106]}",0,10,0,0,0,47,0,0,4,18,1,11,7
122,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0472287721366,19.851281976414928]}",10,0,0,0,20,17,6,4,25,0,0,9,7
123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04550954885957,19.851011318343666]}",0,10,0,0,8,5,8,26,0,0,0,34,7
124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579607270868,19.85101124499048]}",0,10,0,0,12,13,2,20,0,0,0,34,7
125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0460825965565,19.851011171176918]}",0,10,0,0,0,17,2,28,0,0,0,34,7
126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636912040304,19.851011096902983]}",0,10,0,0,4,37,2,4,0,0,4,30,7
127,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665564424828,19.85101102216867]}",0,10,0,0,0,40,0,7,4,4,0,26,7
