index,geo,11,12,13,14,21,22,23,24,31,32,33,34,CODE
0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04379129817585,19.85426500955905]}",0,10,0,0,4,6,4,33,0,0,0,34,7
1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04407782787177,19.8542649389556]}",0,10,0,0,0,9,4,34,0,0,0,34,7
2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04436435756645,19.854264867891693]}",0,10,0,0,0,13,0,34,0,0,0,34,7
3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04465088725989,19.854264796367328]}",0,10,0,0,4,25,2,16,0,0,2,32,7
4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04493741695208,19.854264724382507]}",0,10,0,0,16,13,2,16,7,0,0,27,7
5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.045223946643,19.85426465193723]}",0,10,0,0,0,14,0,33,0,0,0,34,7
6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04551047633268,19.854264579031497]}",3,7,0,0,4,4,4,35,0,0,0,34,7
7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579700602106,19.854264505665302]}",10,0,0,0,19,6,0,22,1,0,0,33,7
8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608353570816,19.854264431838658]}",10,0,0,0,20,10,0,17,34,0,0,0,7
9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04637006539397,19.85426435755155]}",10,0,0,0,3,10,0,34,0,0,0,34,7
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665659507849,19.854264282803985]}",10,0,0,0,22,10,0,15,0,0,0,34,7
11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0469431247617,19.85426420759597]}",10,0,0,0,11,6,0,30,0,0,0,34,7
12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04722965444357,19.854264131927497]}",10,0,0,0,0,0,2,45,2,0,0,32,7
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04379122379932,19.85399390454067]}",0,10,0,0,0,13,0,34,0,0,0,34,7
14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04407775300858,19.85399383393826]}",0,10,0,0,8,13,4,22,0,0,0,34,7
15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04436428221662,19.853993762875405]}",0,10,0,0,0,13,9,25,0,0,3,31,7
16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04465081142341,19.8539936913521]}",0,10,0,0,4,29,2,12,0,0,0,34,7
17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04493734062893,19.85399361936834]}",0,10,0,0,24,17,6,0,20,0,0,14,7
18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04522386983322,19.85399354692413]}",0,10,0,0,0,13,6,28,0,0,0,34,7
19,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04551039903623,19.85399347401947]}",0,10,0,0,22,21,4,0,19,2,0,13,7
20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579692823796,19.853993400654364]}",0,10,0,0,30,17,0,0,10,0,0,24,7
21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608345743843,19.853993326828807]}",0,10,0,0,24,17,0,6,0,0,0,34,7
22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636998663759,19.8539932525428]}",0,10,0,0,8,13,4,22,0,0,0,34,7
23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665651583545,19.853993177796344]}",0,10,0,0,16,17,0,14,0,0,0,34,7
24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.046943045032,19.853993102589435]}",0,10,0,0,12,13,4,18,0,0,0,34,7
25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04722957422725,19.85399302692208]}",7,3,0,0,8,2,3,34,0,0,0,34,7
26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04407767814662,19.853722728912686]}",0,10,0,0,8,13,6,20,0,0,3,31,7
27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04436420686801,19.853722657850877]}",0,10,0,0,0,13,10,24,0,0,3,31,7
28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04465073558816,19.853722586328626]}",0,10,0,0,16,21,6,4,21,0,0,13,7
29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04493726430707,19.853722514345932]}",0,10,0,0,12,29,2,4,16,4,0,14,7
30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0452237930247,19.853722441902793]}",0,10,0,0,14,25,0,8,28,2,0,4,7
31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04551032174106,19.853722368999215]}",0,10,0,0,18,21,0,8,34,0,0,0,7
32,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579685045616,19.85372229563519]}",0,10,0,0,18,17,0,12,32,0,0,2,7
33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608337916997,19.853722221810724]}",0,10,0,0,8,17,2,20,4,0,2,28,7
34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04636990788248,19.85372214752581]}",0,10,0,0,8,21,2,16,0,0,0,34,7
35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665643659371,19.85372207278046]}",0,10,0,0,1,37,2,7,1,0,0,33,7
36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694296530361,19.853721997574663]}",0,10,0,0,4,21,2,20,0,0,0,34,7
37,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04722949401221,19.853721921908424]}",3,7,0,0,12,9,0,26,2,0,0,32,7
38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04407760328591,19.85345162387888]}",0,10,0,0,12,13,6,16,0,0,0,34,7
39,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04436413152068,19.853451552818118]}",0,10,0,0,0,33,6,8,0,0,3,31,7
40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04465065975418,19.853451481296926]}",0,10,0,0,4,39,0,4,0,0,0,34,7
41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04493718798645,19.853451409315294]}",0,10,0,0,0,47,0,0,0,12,0,22,7
42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04522371621745,19.853451336873228]}",0,10,0,0,0,47,0,0,0,16,0,18,7
43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04551024444717,19.853451263970726]}",0,10,0,0,0,47,0,0,0,26,0,8,7
44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579677267564,19.85345119060778]}",0,10,0,0,0,43,4,0,4,22,1,7,7
45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608330090281,19.853451116784406]}",0,10,0,0,0,47,0,0,0,8,6,20,7
46,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0463698291287,19.853451042500595]}",0,10,0,0,0,47,0,0,12,10,0,12,7
47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665635735329,19.853450967756345]}",0,10,0,0,0,47,0,0,27,4,0,3,7
48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694288557656,19.85345089255166]}",0,10,0,0,4,39,0,4,9,4,0,21,7
49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04722941379852,19.853450816886536]}",3,7,0,0,27,9,6,5,14,0,0,20,7
50,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04436405617457,19.853180447777117]}",0,10,0,0,8,33,2,4,7,0,3,24,7
51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04465058392145,19.85318037625698]}",0,10,0,0,0,47,0,0,0,0,0,34,7
52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04493711166708,19.85318030427641]}",0,10,0,0,0,47,0,0,0,8,0,26,7
53,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04522363941146,19.853180231835413]}",0,10,0,0,0,47,0,0,0,12,0,22,7
54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04551016715457,19.853180158933988]}",0,10,0,0,0,47,0,0,0,26,1,7,7
55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0457966948964,19.85318008557213]}",0,10,0,0,0,47,0,0,0,26,0,8,7
56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608322263695,19.853180011749846]}",0,10,0,0,0,47,0,0,0,27,0,7,7
57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0463697503762,19.853179937467132]}",0,10,0,0,0,47,0,0,0,29,0,5,7
58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04665627811416,19.853179862723984]}",0,10,0,0,0,47,0,0,2,29,0,3,7
59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04694280585082,19.85317978752041]}",0,10,0,0,0,47,0,0,0,29,0,5,7
60,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04722933358616,19.853179711856406]}",3,7,0,0,34,13,0,0,31,0,0,3,7
61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.0443639808297,19.852909342727887]}",0,10,0,0,0,17,2,28,0,0,0,34,7
62,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04465050808996,19.852909271208805]}",0,10,0,0,4,29,0,14,0,0,0,34,7
63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04493703534898,19.852909199229302]}",0,10,0,0,0,47,0,0,0,4,2,28,7
64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04522356260675,19.852909126789374]}",0,10,0,0,0,47,0,0,0,12,2,20,7
65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04551008986323,19.852909053889025]}",0,10,0,0,0,47,0,0,0,18,0,16,7
66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04579661711844,19.852908980528255]}",0,10,0,0,0,47,0,0,0,26,6,2,7
67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04608314437237,19.852908906707057]}",0,10,0,0,0,47,0,0,0,29,3,2,7
