system:index,AWEI_NS,AWEI_S,MNDWI1,MNDWI2,NDWI,datetime,.geo
20201229T051219_20201229T052415_T43PHQ_0,-6469.75,-3105.0,-0.3345993163691606,0.006896551724137931,-0.4446909667194929,2020-12-29 05:25:14,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20201229T051219_20201229T052415_T43PHQ_1,-8763.75,-1986.75,-0.15237265999129299,0.014590932777488274,-0.22135572885422916,2020-12-29 05:25:14,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20201229T051219_20201229T052415_T43PHQ_2,-14413.5,-4479.75,-0.2953977880841955,-0.12222222222222222,-0.2627846211272863,2020-12-29 05:25:14,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20201229T051219_20201229T052415_T43PHQ_3,-7844.0,-2507.75,-0.3374485596707819,-0.13090418353576247,-0.30277878022374594,2020-12-29 05:25:14,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20201229T051219_20201229T052415_T43PHQ_4,-7181.75,-2328.75,-0.3279380717804363,-0.06829268292682927,-0.29908256880733947,2020-12-29 05:25:14,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20201229T051219_20201229T052415_T43PHQ_5,-6614.5,-2757.25,-0.3591331269349845,-0.029876977152899824,-0.4019501625135428,2020-12-29 05:25:14,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20201229T051219_20201229T052415_T43PHQ_6,-12493.25,-4578.5,-0.43617545588960077,-0.20665742024965325,-0.3743505605687722,2020-12-29 05:25:14,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20201229T051219_20201229T052415_T43PHQ_7,-3849.0,-1310.0,-0.18483855872718766,0.12459651387992253,-0.30012053033346725,2020-12-29 05:25:14,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20201229T051219_20201229T052415_T43PHQ_8,-9020.75,-3955.75,-0.3921808185705559,-0.08799266727772685,-0.4276675294794363,2020-12-29 05:25:14,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20201229T051219_20201229T052415_T43PHQ_9,-10181.75,-3713.75,-0.31620553359683795,-0.0720750921890714,-0.3151904997525977,2020-12-29 05:25:14,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
20210123T051121_20210123T052426_T43PHQ_0,-6979.75,-2857.0,-0.31649948114839155,-0.008032128514056224,-0.38690660874961214,2021-01-23 05:25:17,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20210123T051121_20210123T052426_T43PHQ_1,-586.75,61.25,0.1,0.48177496038034867,-0.22245322245322247,2021-01-23 05:25:17,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20210123T051121_20210123T052426_T43PHQ_2,-13393.5,-3875.0,-0.2479574387231617,-0.1486341148634115,-0.2536300207429757,2021-01-23 05:25:17,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20210123T051121_20210123T052426_T43PHQ_3,-6089.75,-2420.5,-0.20695309937684486,0.05913272010512484,-0.3389830508474576,2021-01-23 05:25:17,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20210123T051121_20210123T052426_T43PHQ_4,-8222.75,-2873.25,-0.337012987012987,-0.11601731601731602,-0.34656,2021-01-23 05:25:17,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20210123T051121_20210123T052426_T43PHQ_5,-7445.0,-3065.25,-0.3499308437067773,-0.04810126582278481,-0.4018453706649698,2021-01-23 05:25:17,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20210123T051121_20210123T052426_T43PHQ_6,-13202.25,-4359.25,-0.4153414405986904,-0.22910884983040394,-0.3279569892473118,2021-01-23 05:25:17,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20210123T051121_20210123T052426_T43PHQ_7,-7487.75,-2689.25,-0.3333333333333333,-0.06252983293556086,-0.3404969778374748,2021-01-23 05:25:17,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20210123T051121_20210123T052426_T43PHQ_8,-11908.75,-3631.5,-0.44575093532870125,-0.250993138317082,-0.29263301500682126,2021-01-23 05:25:17,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20210123T051121_20210123T052426_T43PHQ_9,-13134.25,-4392.5,-0.38777372262773724,-0.21105232216343328,-0.33217218213485944,2021-01-23 05:25:17,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
20210207T050959_20210207T051907_T43PHQ_0,-8200.25,-3466.75,-0.3901060070671378,-0.15309126594700687,-0.43869918699186994,2021-02-07 05:25:15,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20210207T050959_20210207T051907_T43PHQ_1,-5558.75,-2677.25,-0.34449977365323675,-0.010252904989747095,-0.4544084400904295,2021-02-07 05:25:15,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20210207T050959_20210207T051907_T43PHQ_2,-16751.75,-5243.25,-0.29849538909561557,-0.17109539285031541,-0.2727272727272727,2021-02-07 05:25:15,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20210207T050959_20210207T051907_T43PHQ_3,-7243.0,-4714.5,-0.2391499551032625,0.05784436121514773,-0.49231076492909925,2021-02-07 05:25:15,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20210207T050959_20210207T051907_T43PHQ_4,-9498.5,-2807.75,-0.40492610837438425,-0.24906755076668047,-0.3017341040462428,2021-02-07 05:25:15,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20210207T050959_20210207T051907_T43PHQ_5,-8048.0,-3248.75,-0.39575081022686354,-0.15338042381432895,-0.41614474599860823,2021-02-07 05:25:15,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20210207T050959_20210207T051907_T43PHQ_6,-16038.0,-5177.0,-0.45606157793457347,-0.3244822092405735,-0.3412739513205593,2021-02-07 05:25:15,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20210207T050959_20210207T051907_T43PHQ_7,-8815.75,-3456.25,-0.39159439626417614,-0.17577948486217804,-0.4077922077922078,2021-02-07 05:25:15,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20210207T050959_20210207T051907_T43PHQ_8,-15478.25,-4832.5,-0.5247524752475248,-0.373134328358209,-0.33178654292343385,2021-02-07 05:25:15,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20210207T050959_20210207T051907_T43PHQ_9,-14349.5,-4756.25,-0.378509605235381,-0.228713649462929,-0.3289263733758833,2021-02-07 05:25:15,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
20210304T050711_20210304T051314_T43PHQ_0,-9520.25,-3283.5,-0.40057636887608067,-0.21934945788156798,-0.35868448098663924,2021-03-04 05:25:16,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20210304T050711_20210304T051314_T43PHQ_1,-6664.25,-2420.75,-0.3673469387755102,-0.10817031070195628,-0.36449364493644937,2021-03-04 05:25:16,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20210304T050711_20210304T051314_T43PHQ_2,-17812.25,-5330.0,-0.33784452880013205,-0.2263787119166988,-0.27358319753757016,2021-03-04 05:25:16,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20210304T050711_20210304T051314_T43PHQ_3,-11422.0,-4997.25,-0.375,-0.16581892166836215,-0.440018210789893,2021-03-04 05:25:16,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20210304T050711_20210304T051314_T43PHQ_4,-10292.25,-2995.25,-0.3856554967666079,-0.22991893883566691,-0.26999650716032136,2021-03-04 05:25:16,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20210304T050711_20210304T051314_T43PHQ_5,-9257.0,-3605.75,-0.43367003367003365,-0.21621621621621623,-0.4211975223675155,2021-03-04 05:25:16,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20210304T050711_20210304T051314_T43PHQ_6,-17006.25,-5402.75,-0.46824104234527686,-0.3317984139166027,-0.32991277578245254,2021-03-04 05:25:16,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20210304T050711_20210304T051314_T43PHQ_7,-10831.75,-4125.25,-0.41294642857142855,-0.19602598395108903,-0.3960964408725603,2021-03-04 05:25:16,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20210304T050711_20210304T051314_T43PHQ_8,-17203.75,-5239.75,-0.5007262917617763,-0.3573717948717949,-0.3044232437120555,2021-03-04 05:25:16,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20210304T050711_20210304T051314_T43PHQ_9,-15827.5,-4907.5,-0.4208588957055215,-0.2808532249873032,-0.30177514792899407,2021-03-04 05:25:16,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
20210309T050649_20210309T051857_T43PHQ_0,-10151.25,-3477.5,-0.42408693027467553,-0.21287128712871287,-0.34410450326572706,2021-03-09 05:25:16,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20210309T050649_20210309T051857_T43PHQ_1,-7269.75,-2616.5,-0.4149821640903686,-0.13986013986013987,-0.3602080624187256,2021-03-09 05:25:16,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20210309T050649_20210309T051857_T43PHQ_2,-19343.5,-5710.75,-0.36085300837776085,-0.21789375582479031,-0.25483928254306515,2021-03-09 05:25:16,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20210309T050649_20210309T051857_T43PHQ_3,-13255.5,-4278.0,-0.45352686529157116,-0.30930157708400385,-0.3345736434108527,2021-03-09 05:25:16,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20210309T050649_20210309T051857_T43PHQ_4,-10983.75,-3344.75,-0.3962900505902192,-0.2428621783574198,-0.29712041884816753,2021-03-09 05:25:16,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20210309T050649_20210309T051857_T43PHQ_5,-9677.75,-3734.0,-0.44487678339818415,-0.21969006381039197,-0.4090438384535727,2021-03-09 05:25:16,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20210309T050649_20210309T051857_T43PHQ_6,-17534.0,-5358.25,-0.45461658841940533,-0.32867806405008426,-0.3024768576432324,2021-03-09 05:25:16,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20210309T050649_20210309T051857_T43PHQ_7,-11388.0,-4465.0,-0.4496793978254809,-0.22920734088246777,-0.42230026338893767,2021-03-09 05:25:16,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20210309T050649_20210309T051857_T43PHQ_8,-17639.25,-5564.75,-0.5109205960400082,-0.36259643522213353,-0.3223981900452489,2021-03-09 05:25:16,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20210309T050649_20210309T051857_T43PHQ_9,-16406.0,-5186.25,-0.43988853503184716,-0.28104241185487994,-0.3126526624328285,2021-03-09 05:25:16,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
20210314T050651_20210314T051944_T43PHQ_0,-10377.25,-3441.25,-0.4350866524779568,-0.24101307189542484,-0.3441581362513237,2021-03-14 05:25:16,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20210314T050651_20210314T051944_T43PHQ_1,-7610.75,-2499.25,-0.40114285714285713,-0.16427432216905902,-0.3270547945205479,2021-03-14 05:25:16,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20210314T050651_20210314T051944_T43PHQ_2,-17968.25,-5185.0,-0.27824175824175823,-0.1609606540623403,-0.23793316831683167,2021-03-14 05:25:16,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20210314T050651_20210314T051944_T43PHQ_3,-12720.25,-4174.25,-0.43573988735279057,-0.2776138970829236,-0.33454106280193235,2021-03-14 05:25:16,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20210314T050651_20210314T051944_T43PHQ_4,-11439.25,-3649.75,-0.42567567567567566,-0.27116827438370844,-0.32360742705570295,2021-03-14 05:25:16,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20210314T050651_20210314T051944_T43PHQ_5,-9739.75,-3755.5,-0.4384010484927916,-0.2419283502874834,-0.4217273954116059,2021-03-14 05:25:16,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20210314T050651_20210314T051944_T43PHQ_6,-18023.5,-5621.75,-0.45454545454545453,-0.30823863636363635,-0.3046168491194669,2021-03-14 05:25:16,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20210314T050651_20210314T051944_T43PHQ_7,-12098.75,-4593.0,-0.4502118644067797,-0.24233576642335766,-0.4087154656792936,2021-03-14 05:25:16,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20210314T050651_20210314T051944_T43PHQ_8,-18881.75,-5829.75,-0.5243687610099824,-0.38821752265861026,-0.31568572233173753,2021-03-14 05:25:16,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20210314T050651_20210314T051944_T43PHQ_9,-17402.0,-5270.25,-0.4144809752493535,-0.2788898999090082,-0.2742673992673993,2021-03-14 05:25:16,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
20210319T050649_20210319T051915_T43PHQ_0,-8566.75,-1778.0,-0.33933518005540164,-0.24405705229793978,-0.15984147952443858,2021-03-19 05:25:16,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20210319T050649_20210319T051915_T43PHQ_1,-6777.75,-1862.5,-0.30485155684286747,-0.06614785992217899,-0.2449862367282737,2021-03-19 05:25:16,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20210319T050649_20210319T051915_T43PHQ_2,-20011.75,-6083.25,-0.36090686274509803,-0.2548669405250938,-0.2799447704521919,2021-03-19 05:25:16,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20210319T050649_20210319T051915_T43PHQ_3,-13987.0,-4173.5,-0.45066666666666666,-0.3184962406015038,-0.2973643410852713,2021-03-19 05:25:16,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20210319T050649_20210319T051915_T43PHQ_4,-11128.5,-3540.75,-0.39623685666851133,-0.23812849162011174,-0.315987460815047,2021-03-19 05:25:16,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20210319T050649_20210319T051915_T43PHQ_5,-9393.0,-3273.75,-0.4069182389937107,-0.17857142857142858,-0.3558743169398907,2021-03-19 05:25:16,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20210319T050649_20210319T051915_T43PHQ_6,-17870.25,-5397.0,-0.44871794871794873,-0.3136150234741784,-0.28421052631578947,2021-03-19 05:25:16,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20210319T050649_20210319T051915_T43PHQ_7,-11926.5,-4341.75,-0.43034055727554177,-0.20945220193340494,-0.37679932260795934,2021-03-19 05:25:16,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20210319T050649_20210319T051915_T43PHQ_8,-18741.25,-5678.5,-0.5063266497956005,-0.3787359137677609,-0.3076713076713077,2021-03-19 05:25:16,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20210319T050649_20210319T051915_T43PHQ_9,-16127.25,-4801.0,-0.39285714285714285,-0.25053330173026783,-0.27075645756457567,2021-03-19 05:25:16,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
20210428T050649_20210428T052121_T43PHQ_0,-9790.25,-2537.0,-0.3451173572877427,-0.19112383679312814,-0.22893210508358922,2021-04-28 05:25:12,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20210428T050649_20210428T052121_T43PHQ_1,-8019.0,-1865.0,-0.3324750563244287,-0.1041036717062635,-0.17926394934705184,2021-04-28 05:25:12,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20210428T050649_20210428T052121_T43PHQ_2,-20379.5,-6151.25,-0.37884378843788435,-0.2679833303134626,-0.2817777777777778,2021-04-28 05:25:12,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20210428T050649_20210428T052121_T43PHQ_3,-14044.0,-3539.25,-0.3534902597402597,-0.1938259109311741,-0.19300911854103345,2021-04-28 05:25:12,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20210428T050649_20210428T052121_T43PHQ_4,-11100.75,-3670.5,-0.36656282450674976,-0.18230563002680966,-0.32726771436448854,2021-04-28 05:25:12,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20210428T050649_20210428T052121_T43PHQ_5,-9152.25,-3204.5,-0.3551020408163265,-0.10154346060113728,-0.33192389006342493,2021-04-28 05:25:12,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20210428T050649_20210428T052121_T43PHQ_6,-17465.25,-5058.0,-0.42664165103189494,-0.29422632794457276,-0.26942385847477884,2021-04-28 05:25:12,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20210428T050649_20210428T052121_T43PHQ_7,-12495.75,-3978.0,-0.4151572926596759,-0.18983162759986794,-0.30204778156996587,2021-04-28 05:25:12,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20210428T050649_20210428T052121_T43PHQ_8,-17287.5,-5201.75,-0.4436204601635292,-0.28946090335114133,-0.28284313725490196,2021-04-28 05:25:12,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20210428T050649_20210428T052121_T43PHQ_9,-15835.0,-4628.5,-0.39943797671617826,-0.2734337056823701,-0.2797303803562831,2021-04-28 05:25:12,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
20211219T051231_20211219T051225_T43PHQ_0,-981.5,139.75,0.0244926522043387,0.3903133903133903,-0.13218731475992887,2021-12-19 05:25:17,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20211219T051231_20211219T051225_T43PHQ_1,-5294.25,-3264.5,-0.2881773399014778,0.12964169381107493,-0.49942263279445726,2021-12-19 05:25:17,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20211219T051231_20211219T051225_T43PHQ_2,-8678.75,-2876.75,-0.14007204916295826,0.036791006642820645,-0.2530830112276827,2021-12-19 05:25:17,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20211219T051231_20211219T051225_T43PHQ_3,-7578.0,-2006.75,-0.30286113049546404,-0.1476109215017065,-0.23972602739726026,2021-12-19 05:25:17,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20211219T051231_20211219T051225_T43PHQ_4,-9166.5,-3663.25,-0.4115308151093439,-0.19674355495251017,-0.4324065196548418,2021-12-19 05:25:17,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20211219T051231_20211219T051225_T43PHQ_5,-6484.0,-2959.0,-0.3551737914502597,-0.03985722784057109,-0.44440619621342514,2021-12-19 05:25:17,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20211219T051231_20211219T051225_T43PHQ_6,-9140.5,-4012.25,-0.3644524236983842,-0.10493046776232617,-0.42826379542395693,2021-12-19 05:25:17,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20211219T051231_20211219T051225_T43PHQ_7,-5368.0,-2471.5,-0.29273597216180947,0.013084112149532711,-0.4203208556149733,2021-12-19 05:25:17,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20211219T051231_20211219T051225_T43PHQ_8,-9612.5,-5255.0,-0.3408968125337655,-0.046875,-0.4850147741663149,2021-12-19 05:25:17,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20211219T051231_20211219T051225_T43PHQ_9,-11494.25,-4527.25,-0.3983950297696091,-0.18655932796639832,-0.39948320413436694,2021-12-19 05:25:17,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
20211224T051219_20211224T051734_T43PHQ_0,-1360.25,137.0,-0.03486750348675035,0.3333333333333333,-0.09364767518009168,2021-12-24 05:25:12,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20211224T051219_20211224T051734_T43PHQ_1,-5112.25,-3196.0,-0.29701686121919585,0.12525951557093426,-0.5099457504520796,2021-12-24 05:25:12,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20211224T051219_20211224T051734_T43PHQ_2,-7159.5,-2644.0,-0.09745958429561201,0.0765840220385675,-0.2768319763138416,2021-12-24 05:25:12,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20211224T051219_20211224T051734_T43PHQ_3,-9289.75,-2787.5,-0.35813652539631186,-0.23515805705474171,-0.2957046503372382,2021-12-24 05:25:12,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20211224T051219_20211224T051734_T43PHQ_4,-8945.5,-3211.0,-0.41612793467165704,-0.20408163265306123,-0.3858267716535433,2021-12-24 05:25:12,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20211224T051219_20211224T051734_T43PHQ_5,-6426.0,-2895.75,-0.35080645161290325,-0.047337278106508875,-0.43587946741415556,2021-12-24 05:25:12,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20211224T051219_20211224T051734_T43PHQ_6,-9938.5,-4357.75,-0.38562464346833997,-0.1293451899757478,-0.43789144050104384,2021-12-24 05:25:12,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20211224T051219_20211224T051734_T43PHQ_7,-6152.5,-2572.5,-0.3284433577832111,-0.038506417736289385,-0.4002911208151383,2021-12-24 05:25:12,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20211224T051219_20211224T051734_T43PHQ_8,-9369.5,-4941.0,-0.3538286364930259,-0.06852687730816578,-0.4844424256188962,2021-12-24 05:25:12,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20211224T051219_20211224T051734_T43PHQ_9,-11012.25,-4126.5,-0.35109323950741395,-0.14418296320848525,-0.3548225887056472,2021-12-24 05:25:12,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
