33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01487753758845,24.871192189563942]}",0,0,1,0,0,27,0,0,0,10,0,3,7
34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01517448010716,24.871194148401422]}",0,0,1,0,0,27,0,0,0,10,0,3,7
35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01547142265714,24.871196106648565]}",0,0,1,0,2,9,6,10,6,2,3,2,7
36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01576836523834,24.871198064305375]}",0,0,1,0,11,14,0,2,6,2,2,3,7
37,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01398885963793,24.87091541235495]}",0,0,1,0,11,12,0,4,4,0,2,7,7
38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01428580141578,24.870917372939232]}",0,1,0,0,11,10,0,6,4,2,2,5,7
39,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.0145827432249,24.870919332933187]}",1,0,0,0,2,13,6,6,6,2,2,3,7
40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01487968506531,24.870921292336813]}",0,0,1,0,0,27,0,0,0,4,2,7,7
41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01517662693698,24.870923251150117]}",0,0,1,0,0,27,0,0,0,10,0,3,7
42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.0154735688399,24.87092520937309]}",0,1,0,0,0,23,0,4,2,8,0,3,7
43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01577051077406,24.87092716700574]}",0,0,1,0,9,18,0,0,6,2,2,3,7
44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01606745273946,24.870929124048057]}",0,0,1,0,9,18,0,0,6,2,2,3,7
45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01428795015546,24.870646475750487]}",0,1,0,0,19,6,0,2,8,0,2,3,7
46,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01458489131755,24.870648435720252]}",1,0,0,0,15,8,0,4,8,0,2,3,7
47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01488183251091,24.870650395099695]}",0,0,1,0,4,23,0,0,4,0,2,7,7
48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01517877373553,24.87065235388882]}",0,0,1,0,0,27,0,0,0,8,2,3,7
49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01547571499141,24.870654312087627]}",0,0,1,0,0,27,0,0,2,8,0,3,7
50,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01577265627853,24.870656269696113]}",0,0,1,0,13,14,0,0,6,4,0,3,7
51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01606959759688,24.870658226714276]}",0,0,1,0,17,8,0,2,4,2,2,5,7
52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01636653894647,24.87066018314212]}",0,0,1,0,17,8,0,2,4,0,2,7,7
53,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01458703937892,24.870377538497305]}",0,1,0,0,15,10,0,2,4,0,2,7,7
54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01488397992524,24.870379497852568]}",0,0,1,0,10,17,0,0,8,0,2,3,7
55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01518092050283,24.870381456617515]}",0,0,1,0,0,27,0,0,4,4,2,3,7
56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01547786111168,24.87038341479215]}",0,0,1,0,0,27,0,0,0,8,2,3,7
57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01577480175177,24.870385372376475]}",0,0,1,0,0,27,0,0,2,8,0,3,7
58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.0160717424231,24.870387329370484]}",0,1,0,0,21,4,0,2,8,2,0,3,7
59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01636868312563,24.87038928577418]}",0,1,0,0,19,4,0,4,4,2,0,7,7
60,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01488612730832,24.87010860059545]}",0,0,1,0,19,6,0,2,8,0,2,3,7
61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.0151830672389,24.870110559336222]}",0,0,1,0,9,18,0,0,9,4,0,0,7
62,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01548000720071,24.87011251748669]}",0,0,1,0,2,25,0,0,4,6,1,2,7
63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01577694719377,24.870114475046847]}",0,0,1,0,0,27,0,0,0,8,2,3,7
64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01607388721807,24.870116432016705]}",1,0,0,0,23,4,0,0,6,4,0,3,7
65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01518521394367,24.869839662044914]}",0,0,1,0,9,18,0,0,6,2,2,3,7
66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01548215325847,24.86984162017121]}",0,0,1,0,2,25,0,0,2,4,2,5,7
